section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,1,1711465900944195304,1711465901299571304,355
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,2,1711465901679947304,1711465901870078304,190
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,3,1711465903476576304,1711465903786827304,310
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,4,1711465905683582304,1711465905918832304,235
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,5,1711465907910725304,1711465908160969304,250
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,6,1711465909196841304,1711465909447091304,250
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,7,1711465909867467304,1711465910172843304,305
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,8,1711465912364849304,1711465912645099304,280
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,9,1711465914666980304,1711465914902244304,235
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,10,1711465915282481304,1711465915552732304,270
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,11,1711465915557732304,1711465915797983304,240
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,12,1711465923955630304,1711465924250880304,295
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,13,1711465925582134304,1711465925902385304,320
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,14,1711465926508012304,1711465926708137304,200
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,15,1711465927218639304,1711465927498892304,280
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,16,1711465939124671304,1711465939294802304,170
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,17,1711465939685172304,1711465939960423304,275
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,18,1711465940726175304,1711465940986426304,260
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,19,1711465953953461304,1711465954173594304,220
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,20,1711465956841110304,1711465957041345304,200
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,21,1711465957892107304,1711465958172348304,280
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,22,1711465959343476304,1711465959673727304,330
