section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,39,1711465912760225304,1711465912805237304,45,129.94304313409384,8.439834947075846,3202.465477115777,4811.359957049038
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,40,1711465913355726304,1711465913400726304,45,137.70605717460322,8.945547313384566,3253.5804035807037,4819.507953498949
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,41,1711465913490866304,1711465913535852304,44,149.29736926580935,9.744711565604803,3624.093712131073,5589.670545969608
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,42,1711465913861228304,1711465913961353304,100,397.95105673440924,25.820935488003457,3963.0642653812165,8440.70488168415
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,43,1711465914196479304,1711465914216485304,20,28.875379294083785,1.8175359650041054,1598.4589450863639,1836.295536244841
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,44,1711465914661980304,1711465914751980304,90,407.0612974617406,26.10241810706443,5662.176993359568,9020.147401303753
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,45,1711465914917230304,1711465914952241304,35,99.21867139851778,6.430505161594339,3831.0410749065913,5263.517829025046
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,46,1711465915272481304,1711465915437732304,165,512.4569620955067,33.361722621098416,4613.066397490785,7506.35041255137
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,47,1711465915557732304,1711465915667857304,110,42.22002695697391,2.741518343039228,1794.2139385073074,4009.9104887247613
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,48,1711465916453609304,1711465916573735304,120,621.835913798026,40.39313827653781,6793.072398652273,10528.112725403033
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,49,1711465917184241304,1711465917224364304,40,46.62813250742821,2.976992173329569,1522.0739555079,1808.6254184358556
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,50,1711465917529612304,1711465917549612304,20,18.587649315970346,1.1940877716148928,1039.4260540739958,1102.2250138845122
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,51,1711465917984989304,1711465918025124304,40,146.80606653107432,9.44772285679031,4208.066122045122,5688.829253199236
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,52,1711465918460490304,1711465918505492304,45,111.06947755775104,7.168118634155204,2635.4796808579067,4100.890235702909
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,53,1711465918945991304,1711465919045991304,100,424.2699442945067,27.01125357710415,5810.528880051193,8446.485867781059
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,54,1711465919241242304,1711465919276242304,35,82.96682314429385,5.325618547602737,2727.0730668957535,3718.629941243508
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,55,1711465919556493304,1711465919611493304,55,249.12051232264068,15.938150814056845,4970.6131691552355,7334.395170129183
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,56,1711465920011869304,1711465920071994304,60,252.3253054814241,16.183128708240137,4760.164764843723,7219.733787197495
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,57,1711465920322245304,1711465920487370304,165,85.26381066674288,5.480960549516189,2744.4459265421165,10125.251056868372
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,58,1711465920717621304,1711465920752621304,35,84.41234193649468,5.465893811254264,2541.8607526833503,3384.8311319859226
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,59,1711465920927757304,1711465920972872304,45,205.03992874499303,13.235893284382911,5650.521826911349,8536.561998756411
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,60,1711465921207997304,1711465921248122304,40,112.59591471422306,7.304417347634308,3275.266874828017,4830.901131708858
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,61,1711465921573373304,1711465921618377304,45,111.90882012120619,7.233324041162877,2686.4683431363633,3935.872611745242
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,62,1711465921848624304,1711465921883624304,35,95.0223471121742,6.18226609980013,3402.4235124945963,4765.100377460712
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,63,1711465922063887304,1711465922103875304,39,129.94363114364145,8.477463488626213,3177.669483859976,4592.462104449281
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,64,1711465922424126304,1711465922509251304,85,189.3136141998882,12.328050034651156,2645.687324776909,5124.805240442336
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,65,1711465922654376304,1711465922674389304,20,27.685572671272375,1.8017005345531252,1213.4645765569687,1387.6849935032392
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,66,1711465922939627304,1711465922969627304,30,42.915139985070695,2.802454979855337,1453.4759845341594,1837.4581491815145
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,67,1711465923119767304,1711465923144877304,25,33.12642244731961,2.163454230364732,1407.7616870079,1702.7385964744299
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,68,1711465923350003304,1711465923405128304,55,232.79309905733263,15.137760140211954,5068.863711354843,7404.611367098263
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,69,1711465923655267304,1711465923690379304,35,68.52495361057593,4.469615404694776,2079.4557860237055,2875.836064194929
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,70,1711465923960630304,1711465924150755304,190,544.0916621108404,35.31110507147567,5135.505008315878,10375.745651869698
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,71,1711465924411006304,1711465924481135304,70,414.4087484802717,26.875662121773836,6502.61589862409,9417.900806054575
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,72,1711465924736260304,1711465924776382304,40,181.29133114917667,11.756764556666065,4750.31742004756,6146.584252573252
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,73,1711465925582134304,1711465925712259304,130,381.07746618275405,24.83418869344145,5603.890332151055,9945.859423277798
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,74,1711465925912385304,1711465925947385304,35,72.27907041996077,4.714796312223392,2364.726624836854,2985.3243425993287
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,75,1711465926187636304,1711465926307764304,120,307.6670709989709,19.979539691448306,6173.557287864314,10460.082254198238
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,76,1711465926472886304,1711465926588012304,115,478.9139596506276,31.15447258445186,4663.049497533448,9294.019430051221
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,77,1711465926703137304,1711465926778271304,75,422.2763233171254,27.477756303804988,5834.420398971192,8320.49105547914
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,78,1711465926873263304,1711465926908388304,35,84.78733795405174,5.430591095712776,2782.1256117397925,3622.96992836671
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,79,1711465927078513304,1711465927108513304,30,70.5635080542492,4.510728188227737,2406.4189627000655,3068.3734395911483
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,80,1711465927198639304,1711465927323764304,125,500.56929366520876,32.531606235843874,7732.203414271694,13771.234837325084
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,81,1711465927553889304,1711465927594015304,40,97.78174814344061,6.378364336062155,2608.658237323236,3756.773321596779
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,82,1711465929480770304,1711465929525779304,45,137.18553308247442,8.942398598482107,3592.6604139520355,5432.860428705763
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,83,1711465929725895304,1711465929816021304,90,303.3321974597283,19.722711100648596,4149.929437046095,7381.637370642585
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,84,1711465929896146304,1711465929906146304,10,22.099544497737693,1.4425861863671616,1483.98178866533,1484.1092504973324
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,85,1711465930436647304,1711465930506647304,70,350.1431676418958,22.66082415561553,5707.274785551063,8139.602000051675
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,86,1711465930907025304,1711465930972149304,65,324.66055240344883,21.069913187626366,5457.338699194079,8570.032085505587
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,87,1711465931137279304,1711465931192287304,55,224.06012048417833,14.574368775027851,4562.78746674407,8519.659163646784
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,88,1711465932263277304,1711465932343403304,80,245.96047727969363,16.001435383464592,3354.2284583587025,8545.875911782387
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,89,1711465932533528304,1711465932553528304,20,19.212559018684985,1.2505902473867296,985.3791055739471,1050.9933029159906
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,90,1711465932923907304,1711465932984029304,60,259.7684782956631,16.896215596217075,4345.313852185356,6635.58990688487
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,91,1711465933239155304,1711465933289280304,50,176.73287290760317,11.453819754602314,3664.5556191452547,5627.875338051335
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,92,1711465933734663304,1711465933794781304,60,240.84617346203908,15.69216822417427,4087.0864064018483,7007.844914635187
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,93,1711465933994922304,1711465934054907304,59,293.85707077659396,19.12919535957411,4948.421179148311,7899.107662485972
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,94,1711465934585409304,1711465934650534304,65,141.06429163403848,9.180723245865012,2251.441010128771,4414.291417458651
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,95,1711465935020910304,1711465935065910304,45,130.83054346659756,8.499921720158797,2897.0609131012066,4505.248866836413
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,96,1711465935321165304,1711465935376161304,54,178.4999314953064,11.583398088553626,3223.413704146027,5095.239137232807
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,97,1711465935806537304,1711465935871662304,65,263.2698640136422,17.109034787050895,4217.3020952380575,6612.116594436932
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,98,1711465936101913304,1711465936166917304,65,331.07908007106863,21.49489785517146,5174.626617656777,8302.483738226198
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,99,1711465936357163304,1711465936407163304,50,198.51005086450692,12.836002732464667,3989.2345656114535,6913.094515302894
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,100,1711465936587297304,1711465936677431304,90,112.23538843755836,7.248985946820614,1849.1919492122922,4580.532153623643
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,101,1711465937107791304,1711465937162916304,55,216.93443159535275,14.092939847477389,4272.435917276485,7106.042439122914
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,102,1711465937703417304,1711465937763420304,60,249.53352864565522,16.271770838888322,4578.9211781731065,7418.696437973697
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,103,1711465937898543304,1711465937973668304,75,411.18383926492436,26.759713022562753,5720.6734121965355,9315.141163178943
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,104,1711465938363922304,1711465938419044304,55,208.35893006954103,13.581305979067356,3841.729788611161,6309.970272092765
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,105,1711465938819428304,1711465938874420304,54,213.14350497536142,13.895924452055615,3907.0551764770703,6730.788553466198
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,106,1711465939144673304,1711465939194796304,50,123.78163745971962,8.069287708908691,2479.5084082412113,3825.896608122486
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,107,1711465939505047304,1711465939540047304,35,68.31512831503944,4.457420814538262,1851.5416309318584,2495.3744786871384
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,108,1711465939730297304,1711465939745298304,15,13.130518068455624,0.856678587569705,984.0287241112419,1042.7666870734495
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,109,1711465940290799304,1711465940425924304,135,312.313674741575,20.33572497549037,2527.6476150446842,7254.98051092817
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,110,1711465940591050304,1711465940621050304,30,54.28737340088978,3.498939936470826,1885.3745110713555,2280.1883517515575
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,111,1711465940741178304,1711465940831301304,90,283.370752601763,18.435934109731146,3308.547887909825,6629.112586802189
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,112,1711465940986426304,1711465941021426304,35,58.24784910630678,3.7970471320482306,1647.618011600611,2247.1199944034106
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,113,1711465941221683304,1711465941261677304,39,125.13465046537493,8.156029342610028,3165.062581648044,4627.122116810828
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,114,1711465941747053304,1711465941782178304,35,76.12980531803213,4.960686976599728,2149.166376849201,2822.6648663036754
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,115,1711465944865062304,1711465944885061304,19,20.062805731981616,1.308968252184349,1121.953472742337,1190.4476230101345
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,116,1711465945045187304,1711465945080187304,35,48.13058288940928,3.138015522787786,1469.7798553207358,1880.4792773199506
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,117,1711465947052072304,1711465947067067304,14,13.68402798888468,0.8909575309393772,954.1423750332979,1056.3191289478234
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,118,1711465949369199304,1711465949414199304,45,140.95791536167067,9.178444755937212,3111.1624417454764,4667.27551620709
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,119,1711465949554324304,1711465949619455304,65,135.13682127948687,8.766621740962897,2487.4845176437393,4667.268084059174
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,120,1711465949764575304,1711465949899700304,135,260.30817912627487,16.908305893813406,3571.0785821391996,8989.86912230021
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,121,1711465952432082304,1711465952527082304,95,527.6608113147355,34.22118234143801,6474.0530628970255,12904.032237795693
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,122,1711465952622208304,1711465952717333304,95,597.3368494263793,38.81333168850875,6738.259514640448,11172.88427643005
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,123,1711465952942459304,1711465953002591304,60,287.01500198552156,18.544747416582275,4934.325241679463,7888.362314275577
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,124,1711465953302835304,1711465953417960304,115,669.40763591725,43.057545485224274,6615.007579870893,10809.821576095397
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,125,1711465953603085304,1711465953618085304,15,14.185077362764966,0.8977210207464227,1217.5965015989705,1330.2276340816725
89d2b60b-966e-4c5b-b857-e5fcecfb4190,49cf4e8b-0a47-4fa0-be7b-b917740e47aa,126,1711465953898461304,1711465954018462304,120,550.2336861465936,35.73817845652836,5722.251114976724,8859.999836669427
