section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,1,1711465486897234376,1711465486917234376,20,36.309447379700664,2.342857441173583,1787.8506302795895,3013.043469652183
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,2,1711465487037368376,1711465487267610376,230,129.02249833736826,8.216997568656964,1299.7377049298193,4402.397032437133
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,3,1711465487487746376,1711465487587861376,100,76.55544878308037,4.881994999879349,2114.085201267898,4450.8869668705565
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,4,1711465487722986376,1711465487953237376,230,245.38573344188282,15.646364827107906,1576.7976341225017,4291.892616730813
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,5,1711465488038237376,1711465488208362376,170,107.43315984958913,6.897795707681054,1692.3846487505373,4704.919518961601
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,6,1711465488408613376,1711465488563738376,155,23.526382495895483,1.4889872230776886,976.1479110469952,2473.6828776560737
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,7,1711465489094239376,1711465489144240376,50,143.71567145181643,9.190150484104553,3144.3158423259174,4661.106052340427
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,8,1711465489409490376,1711465489439615376,30,39.88871437249529,2.5477872674088506,1621.7146770863076,1946.1645424283554
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,9,1711465489975116376,1711465490000117376,25,28.679757136295034,1.8264926980205283,1130.0528444747827,1264.8462399201146
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,10,1711465490505618376,1711465490845869376,340,264.6594633617016,16.948082245599043,2741.760705374927,8153.302402225354
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,11,1711465491005994376,1711465491035994376,30,74.13898681097027,4.776695511483004,2352.615590134691,2989.5910612829252
2a66b665-3151-47b7-bcff-4ae9adcd0eae,71349a18-7037-43ae-9f82-ade7013b7c33,12,1711465491241244376,1711465491366370376,125,184.5818213717253,11.964990933880616,2899.8164524164545,7561.497558578291
