recording id,timestamp [ns],name,type
17ba065b-fe2d-409d-9cc9-6b750ba4a306,1716479121755000000,recording.begin,recording
17ba065b-fe2d-409d-9cc9-6b750ba4a306,1716479467793000000,recording.end,recording
