Frame	Time	LH_pinky_fingertip X	LH_pinky_fingertip Y	LH_pinky_fingertip Z	LH_pinky_fingertip Type	LH_pinky_DIP X	LH_pinky_DIP Y	LH_pinky_DIP Z	LH_pinky_DIP Type	LH_pinky_PIP X	LH_pinky_PIP Y	LH_pinky_PIP Z	LH_pinky_PIP Type	LH_pinky_MCP X	LH_pinky_MCP Y	LH_pinky_MCP Z	LH_pinky_MCP Type	LH_ring_fingertip X	LH_ring_fingertip Y	LH_ring_fingertip Z	LH_ring_fingertip Type	LH_ring_DIP X	LH_ring_DIP Y	LH_ring_DIP Z	LH_ring_DIP Type	LH_ring_PIP X	LH_ring_PIP Y	LH_ring_PIP Z	LH_ring_PIP Type	LH_ring_MCP X	LH_ring_MCP Y	LH_ring_MCP Z	LH_ring_MCP Type	LH_middle_fingertip X	LH_middle_fingertip Y	LH_middle_fingertip Z	LH_middle_fingertip Type	LH_middle_DIP X	LH_middle_DIP Y	LH_middle_DIP Z	LH_middle_DIP Type	LH_middle_PIP X	LH_middle_PIP Y	LH_middle_PIP Z	LH_middle_PIP Type	LH_middle_MCP X	LH_middle_MCP Y	LH_middle_MCP Z	LH_middle_MCP Type	LH_index_fingertip X	LH_index_fingertip Y	LH_index_fingertip Z	LH_index_fingertip Type	LH_index_DIP X	LH_index_DIP Y	LH_index_DIP Z	LH_index_DIP Type	LH_index_PIP X	LH_index_PIP Y	LH_index_PIP Z	LH_index_PIP Type	LH_index_MCP X	LH_index_MCP Y	LH_index_MCP Z	LH_index_MCP Type	LH_thumb_fingertip X	LH_thumb_fingertip Y	LH_thumb_fingertip Z	LH_thumb_fingertip Type	LH_thumb_IP2 X	LH_thumb_IP2 Y	LH_thumb_IP2 Z	LH_thumb_IP2 Type	LH_thumb_IP1 X	LH_thumb_IP1 Y	LH_thumb_IP1 Z	LH_thumb_IP1 Type	LH_thumb_MCP2 X	LH_thumb_MCP2 Y	LH_thumb_MCP2 Z	LH_thumb_MCP2 Type	LH_thumb_MCP1 X	LH_thumb_MCP1 Y	LH_thumb_MCP1 Z	LH_thumb_MCP1 Type	LH_thumb_base X	LH_thumb_base Y	LH_thumb_base Z	LH_thumb_base Type	LH_wrist2 X	LH_wrist2 Y	LH_wrist2 Z	LH_wrist2 Type	LH_wrist1 X	LH_wrist1 Y	LH_wrist1 Z	LH_wrist1 Type	RH_thumb_fingertip X	RH_thumb_fingertip Y	RH_thumb_fingertip Z	RH_thumb_fingertip Type	RH_thumb_IP1 X	RH_thumb_IP1 Y	RH_thumb_IP1 Z	RH_thumb_IP1 Type	RH_thumb_IP2 X	RH_thumb_IP2 Y	RH_thumb_IP2 Z	RH_thumb_IP2 Type	RH_thumb_MCP1 X	RH_thumb_MCP1 Y	RH_thumb_MCP1 Z	RH_thumb_MCP1 Type	RH_thumb_MCP2 X	RH_thumb_MCP2 Y	RH_thumb_MCP2 Z	RH_thumb_MCP2 Type	RH_thumb_base X	RH_thumb_base Y	RH_thumb_base Z	RH_thumb_base Type	RH_wrist2 X	RH_wrist2 Y	RH_wrist2 Z	RH_wrist2 Type	RH_wrist1 X	RH_wrist1 Y	RH_wrist1 Z	RH_wrist1 Type	RH_index_fingertip X	RH_index_fingertip Y	RH_index_fingertip Z	RH_index_fingertip Type	RH_index_DIP X	RH_index_DIP Y	RH_index_DIP Z	RH_index_DIP Type	RH_index_PIP X	RH_index_PIP Y	RH_index_PIP Z	RH_index_PIP Type	RH_index_MCP X	RH_index_MCP Y	RH_index_MCP Z	RH_index_MCP Type	RH_middle_fingertip X	RH_middle_fingertip Y	RH_middle_fingertip Z	RH_middle_fingertip Type	RH_middle_DIP X	RH_middle_DIP Y	RH_middle_DIP Z	RH_middle_DIP Type	RH_middle_PIP X	RH_middle_PIP Y	RH_middle_PIP Z	RH_middle_PIP Type	RH_middle_MCP X	RH_middle_MCP Y	RH_middle_MCP Z	RH_middle_MCP Type	RH_ring_fingertip X	RH_ring_fingertip Y	RH_ring_fingertip Z	RH_ring_fingertip Type	RH_ring_DIP X	RH_ring_DIP Y	RH_ring_DIP Z	RH_ring_DIP Type	RH_ring_PIP X	RH_ring_PIP Y	RH_ring_PIP Z	RH_ring_PIP Type	RH_ring_MCP X	RH_ring_MCP Y	RH_ring_MCP Z	RH_ring_MCP Type	RH_pinky_fingertip X	RH_pinky_fingertip Y	RH_pinky_fingertip Z	RH_pinky_fingertip Type	RH_pinky_DIP X	RH_pinky_DIP Y	RH_pinky_DIP Z	RH_pinky_DIP Type	RH_pinky_PIP X	RH_pinky_PIP Y	RH_pinky_PIP Z	RH_pinky_PIP Type	RH_pinky_MCP X	RH_pinky_MCP Y	RH_pinky_MCP Z	RH_pinky_MCP Type
544	3.01667	1276.184	-22.494	278.186	Measured	1252.265	-23.911	276.16	Measured	1231.726	-29.518	271.124	Measured	1194.533	-42.001	268.173	Measured	1304.855	-49.326	286.039	Measured	1248.559	-52.937	281.495	Measured	1280.829	-51.497	287.955	Measured	1196.61	-59.226	281.093	Measured	1312.164	-88.899	295.656	Measured	1290.947	-90.895	297.285	Measured	1257.698	-85.95	292.438	Measured	1200.032	-78.201	287.621	Measured	1289.75	-138.55	304.072	Measured	1269.45	-131.225	301.095	Measured	1243.556	-121.122	297.661	Measured	1195.451	-101.58	288.94	Measured	1209.196	-184.9	268.274	Measured	1195.038	-159.879	266.173	Measured	1189.721	-177.208	250.699	Measured	1169.935	-147.193	259.152	Measured	1161.044	-152.471	233.976	Measured	1132.932	-122.756	238.726	Measured	1103.488	-51.843	259.202	Measured	1109.005	-71.766	263.838	Measured	1203.804	-472.504	269.442	Measured	1183.268	-485.037	254.483	Measured	1190.077	-500.335	273.549	Measured	1154.196	-508.707	243.984	Measured	1161.391	-519.786	267.351	Measured	1122.982	-537.78	247.631	Measured	1088.009	-600.527	268.292	Measured	1096.316	-580.475	272.219	Measured	1280.244	-536.845	311.458	Measured	1260.892	-544.098	308.162	Measured	1237.668	-551.924	303.886	Measured	1186.69	-564.686	296.067	Measured	1302.37	-584.95	297.619	Measured	1283.354	-588.164	296.749	Measured	1249.784	-586.931	293.888	Measured	1192.152	-589.087	292.523	Measured	1283.291	-635.381	293.775	Measured	1263.703	-632.881	291.407	Measured	1231.963	-619.761	284.08	Measured	1188.171	-610.517	284.088	Measured	1253.195	-660.715	279.096	Measured	1230.874	-658.087	274.767	Measured	1208.093	-642.319	269.014	Measured	1193.551	-622.487	271.212	Measured
545	3.02222	1276.16	-22.38	278.172	Measured	1252.225	-23.797	276.145	Measured	1231.698	-29.407	271.129	Measured	1194.51	-41.923	268.147	Measured	1304.827	-49.241	286.094	Measured	1248.536	-52.822	281.505	Measured	1280.807	-51.437	287.997	Measured	1196.587	-59.126	281.085	Measured	1312.155	-88.833	295.65	Measured	1290.912	-90.864	297.359	Measured	1257.672	-85.867	292.423	Measured	1200.012	-78.113	287.618	Measured	1289.745	-138.454	304.059	Measured	1269.438	-131.102	301.094	Measured	1243.546	-121.029	297.645	Measured	1195.438	-101.489	288.927	Measured	1209.205	-184.803	268.234	Measured	1195.033	-159.823	266.175	Measured	1189.727	-177.161	250.701	Measured	1169.918	-147.09	259.141	Measured	1161.045	-152.367	233.947	Measured	1132.923	-122.671	238.713	Measured	1103.465	-51.752	259.183	Measured	1108.989	-71.689	263.814	Measured	1203.877	-472.422	269.358	Measured	1183.309	-484.949	254.424	Measured	1190.144	-500.251	273.471	Measured	1154.253	-508.608	243.924	Measured	1161.453	-519.691	267.279	Measured	1123.038	-537.693	247.575	Measured	1088.073	-600.455	268.257	Measured	1096.367	-580.39	272.161	Measured	1280.287	-536.771	311.423	Measured	1260.933	-544.028	308.127	Measured	1237.707	-551.866	303.836	Measured	1186.764	-564.594	295.986	Measured	1302.445	-584.84	297.487	Measured	1283.425	-588.084	296.629	Measured	1249.859	-586.846	293.782	Measured	1192.215	-589.029	292.478	Measured	1283.372	-635.278	293.644	Measured	1263.785	-632.781	291.288	Measured	1232.02	-619.685	283.982	Measured	1188.246	-610.479	284.054	Measured	1253.276	-660.617	278.979	Measured	1230.953	-658.006	274.662	Measured	1208.16	-642.229	268.904	Measured	1193.614	-622.423	271.146	Measured
546	3.02778	1276.142	-22.298	278.186	Measured	1252.2	-23.721	276.17	Measured	1231.681	-29.327	271.141	Measured	1194.494	-41.862	268.155	Measured	1304.812	-49.17	286.155	Measured	1248.51	-52.75	281.535	Measured	1280.773	-51.385	288.047	Measured	1196.583	-59.055	281.104	Measured	1312.132	-88.786	295.7	Measured	1290.895	-90.84	297.42	Measured	1257.66	-85.811	292.445	Measured	1200	-78.052	287.62	Measured	1289.752	-138.378	304.051	Measured	1269.445	-131.03	301.089	Measured	1243.535	-120.954	297.664	Measured	1195.417	-101.429	288.928	Measured	1209.214	-184.738	268.21	Measured	1195.04	-159.783	266.176	Measured	1189.728	-177.097	250.7	Measured	1169.934	-147.029	259.143	Measured	1161.037	-152.308	233.941	Measured	1132.912	-122.619	238.711	Measured	1103.452	-51.7	259.183	Measured	1108.968	-71.625	263.804	Measured	1203.937	-472.364	269.279	Measured	1183.368	-484.879	254.35	Measured	1190.212	-500.202	273.4	Measured	1154.299	-508.55	243.875	Measured	1161.517	-519.632	267.219	Measured	1123.101	-537.626	247.53	Measured	1088.143	-600.398	268.233	Measured	1096.438	-580.33	272.137	Measured	1280.346	-536.724	311.421	Measured	1260.979	-543.97	308.106	Measured	1237.752	-551.81	303.798	Measured	1186.831	-564.541	295.926	Measured	1302.548	-584.783	297.364	Measured	1283.504	-588.03	296.531	Measured	1249.949	-586.775	293.685	Measured	1192.282	-588.963	292.426	Measured	1283.447	-635.208	293.535	Measured	1263.868	-632.727	291.193	Measured	1232.088	-619.627	283.914	Measured	1188.336	-610.425	284.02	Measured	1253.369	-660.55	278.867	Measured	1231.039	-657.936	274.586	Measured	1208.231	-642.166	268.82	Measured	1193.679	-622.368	271.085	Measured
547	3.03333	1276.112	-22.24	278.221	Measured	1252.18	-23.675	276.192	Measured	1231.657	-29.287	271.181	Measured	1194.479	-41.831	268.175	Measured	1304.797	-49.104	286.195	Measured	1248.499	-52.706	281.572	Measured	1280.754	-51.332	288.071	Measured	1196.568	-59.023	281.123	Measured	1312.127	-88.785	295.756	Measured	1290.883	-90.811	297.467	Measured	1257.65	-85.795	292.489	Measured	1199.991	-78.011	287.64	Measured	1289.761	-138.345	304.062	Measured	1269.457	-130.999	301.097	Measured	1243.535	-120.913	297.679	Measured	1195.41	-101.396	288.945	Measured	1209.216	-184.719	268.207	Measured	1195.044	-159.751	266.186	Measured	1189.749	-177.046	250.686	Measured	1169.929	-146.989	259.139	Measured	1161.05	-152.286	233.951	Measured	1132.921	-122.593	238.727	Measured	1103.442	-51.665	259.21	Measured	1108.969	-71.587	263.823	Measured	1203.999	-472.35	269.211	Measured	1183.42	-484.853	254.301	Measured	1190.29	-500.186	273.347	Measured	1154.354	-508.518	243.836	Measured	1161.591	-519.608	267.179	Measured	1123.165	-537.605	247.518	Measured	1088.206	-600.385	268.233	Measured	1096.494	-580.309	272.117	Measured	1280.383	-536.726	311.455	Measured	1261.025	-543.972	308.108	Measured	1237.8	-551.8	303.773	Measured	1186.894	-564.516	295.892	Measured	1302.642	-584.755	297.258	Measured	1283.588	-588.027	296.423	Measured	1250.042	-586.767	293.623	Measured	1192.353	-588.935	292.371	Measured	1283.522	-635.186	293.453	Measured	1263.973	-632.696	291.124	Measured	1232.175	-619.613	283.87	Measured	1188.409	-610.388	283.951	Measured	1253.432	-660.53	278.821	Measured	1231.123	-657.91	274.525	Measured	1208.299	-642.154	268.783	Measured	1193.758	-622.337	271.041	Measured
548	3.03889	1276.097	-22.207	278.258	Measured	1252.16	-23.645	276.24	Measured	1231.648	-29.263	271.225	Measured	1194.476	-41.815	268.213	Measured	1304.796	-49.026	286.221	Measured	1248.487	-52.682	281.614	Measured	1280.749	-51.279	288.069	Measured	1196.562	-59.005	281.159	Measured	1312.144	-88.786	295.82	Measured	1290.879	-90.774	297.474	Measured	1257.644	-85.802	292.517	Measured	1199.981	-77.999	287.668	Measured	1289.763	-138.33	304.082	Measured	1269.45	-130.966	301.123	Measured	1243.534	-120.894	297.711	Measured	1195.405	-101.381	288.967	Measured	1209.242	-184.705	268.213	Measured	1195.058	-159.714	266.173	Measured	1189.749	-176.982	250.669	Measured	1169.936	-146.973	259.173	Measured	1161.048	-152.278	233.965	Measured	1132.922	-122.579	238.741	Measured	1103.429	-51.644	259.247	Measured	1108.967	-71.574	263.865	Measured	1204.079	-472.358	269.133	Measured	1183.495	-484.865	254.258	Measured	1190.36	-500.179	273.273	Measured	1154.408	-508.524	243.815	Measured	1161.658	-519.604	267.153	Measured	1123.226	-537.62	247.52	Measured	1088.275	-600.389	268.244	Measured	1096.567	-580.317	272.127	Measured	1280.424	-536.728	311.482	Measured	1261.058	-543.983	308.119	Measured	1237.852	-551.811	303.729	Measured	1186.958	-564.515	295.871	Measured	1302.738	-584.745	297.163	Measured	1283.662	-588.032	296.335	Measured	1250.135	-586.763	293.576	Measured	1192.423	-588.91	292.321	Measured	1283.606	-635.185	293.354	Measured	1264.053	-632.693	291.062	Measured	1232.255	-619.583	283.815	Measured	1188.494	-610.344	283.87	Measured	1253.503	-660.532	278.779	Measured	1231.193	-657.906	274.5	Measured	1208.37	-642.15	268.756	Measured	1193.824	-622.294	270.956	Measured
549	3.04444	1276.025	-22.097	278.371	Measured	1252.139	-23.603	276.265	Measured	1231.62	-29.224	271.261	Measured	1194.553	-41.875	268.122	Measured	1304.791	-48.944	286.219	Measured	1248.488	-52.65	281.647	Measured	1280.796	-51.253	287.972	Measured	1196.626	-59.073	281.058	Measured	1312.122	-88.786	295.87	Measured	1290.88	-90.728	297.491	Measured	1257.638	-85.804	292.563	Measured	1199.987	-77.975	287.712	Measured	1289.765	-138.313	304.106	Measured	1269.45	-130.945	301.17	Measured	1243.536	-120.866	297.733	Measured	1195.411	-101.365	288.984	Measured	1209.249	-184.685	268.238	Measured	1195.067	-159.656	266.147	Measured	1189.762	-176.921	250.632	Measured	1169.943	-146.945	259.192	Measured	1161.044	-152.264	233.982	Measured	1132.919	-122.563	238.763	Measured	1103.431	-51.632	259.268	Measured	1108.965	-71.556	263.89	Measured	1204.138	-472.35	269.059	Measured	1183.546	-484.852	254.217	Measured	1190.427	-500.185	273.228	Measured	1154.445	-508.523	243.799	Measured	1161.721	-519.597	267.128	Measured	1123.27	-537.626	247.513	Measured	1088.334	-600.381	268.261	Measured	1096.643	-580.302	272.136	Measured	1280.455	-536.722	311.501	Measured	1261.105	-543.988	308.13	Measured	1237.902	-551.8	303.713	Measured	1187.013	-564.503	295.841	Measured	1302.818	-584.741	297.071	Measured	1283.736	-588.015	296.265	Measured	1250.215	-586.753	293.519	Measured	1192.492	-588.879	292.253	Measured	1283.68	-635.167	293.269	Measured	1264.114	-632.671	291.014	Measured	1232.334	-619.558	283.756	Measured	1188.55	-610.307	283.814	Measured	1253.56	-660.519	278.746	Measured	1231.235	-657.911	274.491	Measured	1208.425	-642.143	268.741	Measured	1193.9	-622.257	270.89	Measured
550	3.05	1276.003	-22.018	278.397	Measured	1252.111	-23.518	276.291	Measured	1231.604	-29.157	271.289	Measured	1194.458	-41.72	268.246	Measured	1304.786	-48.851	286.226	Measured	1248.48	-52.583	281.685	Measured	1280.786	-51.171	287.968	Measured	1196.544	-58.918	281.211	Measured	1312.121	-88.739	295.881	Measured	1290.871	-90.658	297.503	Measured	1257.636	-85.738	292.611	Measured	1199.97	-77.918	287.718	Measured	1289.751	-138.253	304.148	Measured	1269.441	-130.884	301.195	Measured	1243.524	-120.791	297.761	Measured	1195.408	-101.311	288.996	Measured	1209.255	-184.633	268.24	Measured	1195.062	-159.6	266.142	Measured	1189.76	-176.85	250.592	Measured	1169.955	-146.871	259.212	Measured	1161.049	-152.217	234	Measured	1132.923	-122.517	238.776	Measured	1103.42	-51.592	259.274	Measured	1108.964	-71.511	263.902	Measured	1204.203	-472.326	268.996	Measured	1183.604	-484.823	254.163	Measured	1190.492	-500.148	273.171	Measured	1154.488	-508.493	243.748	Measured	1161.782	-519.556	267.089	Measured	1123.325	-537.597	247.492	Measured	1088.38	-600.342	268.26	Measured	1096.715	-580.241	272.14	Measured	1280.498	-536.68	311.46	Measured	1261.146	-543.944	308.096	Measured	1237.959	-551.758	303.668	Measured	1187.073	-564.468	295.783	Measured	1302.885	-584.71	296.986	Measured	1283.798	-587.963	296.195	Measured	1250.285	-586.7	293.444	Measured	1192.565	-588.83	292.193	Measured	1283.753	-635.139	293.202	Measured	1264.181	-632.626	290.94	Measured	1232.392	-619.51	283.684	Measured	1188.621	-610.248	283.764	Measured	1253.617	-660.478	278.693	Measured	1231.287	-657.869	274.446	Measured	1208.472	-642.101	268.715	Measured	1193.96	-622.203	270.836	Measured
551	3.05556	1275.979	-21.9	278.387	Measured	1252.105	-23.419	276.263	Measured	1231.596	-29.054	271.284	Measured	1194.467	-41.641	268.238	Measured	1304.791	-48.761	286.233	Measured	1248.487	-52.491	281.671	Measured	1280.789	-51.101	287.979	Measured	1196.542	-58.821	281.206	Measured	1312.152	-88.645	295.871	Measured	1290.864	-90.583	297.508	Measured	1257.638	-85.645	292.599	Measured	1199.98	-77.818	287.729	Measured	1289.748	-138.148	304.182	Measured	1269.44	-130.793	301.214	Measured	1243.519	-120.681	297.77	Measured	1195.408	-101.219	288.993	Measured	1209.257	-184.545	268.238	Measured	1195.081	-159.533	266.155	Measured	1189.784	-176.792	250.61	Measured	1169.954	-146.791	259.205	Measured	1161.057	-152.133	234.001	Measured	1132.93	-122.435	238.764	Measured	1103.426	-51.522	259.266	Measured	1108.967	-71.423	263.89	Measured	1204.279	-472.25	268.907	Measured	1183.651	-484.754	254.085	Measured	1190.567	-500.069	273.099	Measured	1154.543	-508.415	243.69	Measured	1161.84	-519.489	267.022	Measured	1123.39	-537.5	247.463	Measured	1088.437	-600.285	268.238	Measured	1096.775	-580.164	272.119	Measured	1280.556	-536.603	311.371	Measured	1261.221	-543.85	307.996	Measured	1238.025	-551.675	303.61	Measured	1187.138	-564.402	295.713	Measured	1302.958	-584.636	296.88	Measured	1283.87	-587.895	296.09	Measured	1250.363	-586.62	293.349	Measured	1192.641	-588.771	292.121	Measured	1283.813	-635.065	293.088	Measured	1264.246	-632.556	290.855	Measured	1232.456	-619.44	283.595	Measured	1188.704	-610.2	283.724	Measured	1253.663	-660.395	278.604	Measured	1231.353	-657.795	274.366	Measured	1208.525	-642.018	268.643	Measured	1194.02	-622.142	270.788	Measured
552	3.06111	1276.044	-21.811	278.273	Measured	1252.099	-23.293	276.214	Measured	1231.61	-28.943	271.247	Measured	1194.48	-41.565	268.201	Measured	1304.805	-48.669	286.221	Measured	1248.487	-52.379	281.645	Measured	1280.742	-50.994	288.082	Measured	1196.554	-58.716	281.188	Measured	1312.152	-88.533	295.857	Measured	1290.876	-90.525	297.526	Measured	1257.662	-85.527	292.568	Measured	1199.985	-77.72	287.69	Measured	1289.751	-138.01	304.223	Measured	1269.449	-130.677	301.221	Measured	1243.51	-120.571	297.788	Measured	1195.412	-101.122	288.974	Measured	1209.272	-184.439	268.25	Measured	1195.091	-159.448	266.177	Measured	1189.821	-176.672	250.704	Measured	1169.969	-146.698	259.18	Measured	1161.071	-152.021	234.016	Measured	1132.938	-122.353	238.757	Measured	1103.424	-51.432	259.229	Measured	1108.966	-71.318	263.86	Measured	1204.343	-472.18	268.812	Measured	1183.72	-484.658	253.981	Measured	1190.646	-499.966	272.992	Measured	1154.592	-508.336	243.608	Measured	1161.916	-519.398	266.942	Measured	1123.435	-537.435	247.386	Measured	1088.494	-600.195	268.179	Measured	1096.855	-580.065	272.057	Measured	1280.64	-536.482	311.225	Measured	1261.313	-543.742	307.849	Measured	1238.1	-551.593	303.49	Measured	1187.223	-564.31	295.618	Measured	1303.019	-584.532	296.751	Measured	1283.945	-587.793	295.936	Measured	1250.423	-586.529	293.232	Measured	1192.713	-588.698	292.069	Measured	1283.891	-634.985	292.963	Measured	1264.319	-632.469	290.746	Measured	1232.527	-619.357	283.493	Measured	1188.759	-610.147	283.702	Measured	1253.723	-660.285	278.499	Measured	1231.406	-657.699	274.27	Measured	1208.578	-641.94	268.558	Measured	1194.068	-622.087	270.749	Measured
553	3.06667	1276.057	-21.679	278.228	Measured	1252.119	-23.19	276.167	Measured	1231.63	-28.848	271.199	Measured	1194.508	-41.485	268.159	Measured	1304.819	-48.606	286.214	Measured	1248.507	-52.277	281.607	Measured	1280.758	-50.923	288.079	Measured	1196.564	-58.63	281.151	Measured	1312.175	-88.453	295.805	Measured	1290.889	-90.463	297.529	Measured	1257.689	-85.426	292.545	Measured	1200.007	-77.625	287.653	Measured	1289.768	-137.876	304.252	Measured	1269.469	-130.557	301.234	Measured	1243.51	-120.47	297.797	Measured	1195.431	-101.02	288.955	Measured	1209.3	-184.44	268.35	Measured	1195.117	-159.372	266.197	Measured	1189.843	-176.612	250.707	Measured	1169.983	-146.614	259.171	Measured	1161.082	-151.91	234.011	Measured	1132.953	-122.266	238.742	Measured	1103.444	-51.342	259.222	Measured	1108.982	-71.234	263.852	Measured	1204.403	-472.115	268.705	Measured	1183.801	-484.58	253.882	Measured	1190.715	-499.886	272.864	Measured	1154.66	-508.251	243.524	Measured	1161.97	-519.333	266.862	Measured	1123.52	-537.368	247.332	Measured	1088.537	-600.115	268.132	Measured	1096.911	-579.999	272.007	Measured	1280.734	-536.371	311.062	Measured	1261.419	-543.652	307.694	Measured	1238.187	-551.518	303.375	Measured	1187.316	-564.23	295.509	Measured	1303.092	-584.454	296.599	Measured	1284.02	-587.694	295.796	Measured	1250.498	-586.448	293.119	Measured	1192.798	-588.64	292.01	Measured	1283.962	-634.908	292.826	Measured	1264.387	-632.383	290.634	Measured	1232.599	-619.286	283.394	Measured	1188.821	-610.111	283.666	Measured	1253.783	-660.214	278.413	Measured	1231.46	-657.602	274.176	Measured	1208.636	-641.868	268.478	Measured	1194.124	-622.055	270.72	Measured
554	3.07222	1276.076	-21.592	278.177	Measured	1252.124	-23.105	276.138	Measured	1231.642	-28.769	271.172	Measured	1194.603	-41.531	267.984	Measured	1304.836	-48.553	286.191	Measured	1248.532	-52.191	281.556	Measured	1280.776	-50.843	288.06	Measured	1196.662	-58.653	281.01	Measured	1312.191	-88.382	295.831	Measured	1290.914	-90.405	297.528	Measured	1257.712	-85.367	292.544	Measured	1200.028	-77.55	287.633	Measured	1289.787	-137.784	304.277	Measured	1269.477	-130.47	301.268	Measured	1243.525	-120.381	297.819	Measured	1195.531	-101.033	289.049	Measured	1209.318	-184.376	268.404	Measured	1195.123	-159.318	266.225	Measured	1189.845	-176.554	250.738	Measured	1169.993	-146.546	259.175	Measured	1161.102	-151.85	234.023	Measured	1132.955	-122.204	238.741	Measured	1103.453	-51.279	259.231	Measured	1108.991	-71.163	263.853	Measured	1204.465	-472.082	268.612	Measured	1183.855	-484.533	253.806	Measured	1190.794	-499.823	272.777	Measured	1154.713	-508.217	243.47	Measured	1162.028	-519.297	266.804	Measured	1123.547	-537.361	247.245	Measured	1088.593	-600.069	268.129	Measured	1096.966	-579.941	271.99	Measured	1280.814	-536.319	310.931	Measured	1261.513	-543.613	307.565	Measured	1238.268	-551.473	303.278	Measured	1187.398	-564.17	295.449	Measured	1303.167	-584.394	296.447	Measured	1284.109	-587.643	295.666	Measured	1250.56	-586.391	293.031	Measured	1192.861	-588.597	291.952	Measured	1284.035	-634.879	292.721	Measured	1264.454	-632.331	290.548	Measured	1232.653	-619.25	283.322	Measured	1188.882	-610.076	283.638	Measured	1253.826	-660.165	278.351	Measured	1231.506	-657.565	274.125	Measured	1208.69	-641.834	268.41	Measured	1194.174	-622.026	270.683	Measured
555	3.07778	1276.079	-21.538	278.206	Measured	1252.132	-23.058	276.123	Measured	1231.654	-28.734	271.167	Measured	1194.636	-41.51	267.963	Measured	1304.854	-48.476	286.167	Measured	1248.552	-52.168	281.568	Measured	1280.801	-50.778	288.034	Measured	1196.683	-58.599	281.035	Measured	1312.208	-88.366	295.843	Measured	1290.929	-90.358	297.525	Measured	1257.736	-85.334	292.567	Measured	1200.048	-77.506	287.66	Measured	1289.796	-137.706	304.364	Measured	1269.494	-130.4	301.323	Measured	1243.548	-120.324	297.847	Measured	1195.56	-100.967	289.058	Measured	1209.336	-184.319	268.429	Measured	1195.151	-159.242	266.249	Measured	1189.856	-176.508	250.756	Measured	1170.004	-146.518	259.206	Measured	1161.116	-151.832	234.053	Measured	1132.986	-122.177	238.788	Measured	1103.473	-51.242	259.243	Measured	1109.012	-71.132	263.872	Measured	1204.524	-472.076	268.557	Measured	1183.914	-484.534	253.757	Measured	1190.837	-499.808	272.733	Measured	1154.761	-508.212	243.452	Measured	1162.091	-519.282	266.775	Measured	1123.59	-537.371	247.246	Measured	1088.646	-600.045	268.165	Measured	1097.013	-579.914	272.025	Measured	1280.893	-536.317	310.783	Measured	1261.602	-543.588	307.466	Measured	1238.354	-551.445	303.191	Measured	1187.463	-564.137	295.419	Measured	1303.233	-584.405	296.307	Measured	1284.192	-587.621	295.597	Measured	1250.616	-586.384	292.974	Measured	1192.927	-588.56	291.895	Measured	1284.083	-634.876	292.626	Measured	1264.512	-632.311	290.48	Measured	1232.74	-619.232	283.274	Measured	1188.934	-610.044	283.597	Measured	1253.871	-660.159	278.318	Measured	1231.552	-657.57	274.107	Measured	1208.743	-641.821	268.391	Measured	1194.216	-622.003	270.639	Measured
556	3.08333	1276.085	-21.49	278.227	Measured	1252.13	-23.021	276.14	Measured	1231.655	-28.718	271.195	Measured	1194.683	-41.524	267.938	Measured	1304.879	-48.414	286.165	Measured	1248.568	-52.131	281.589	Measured	1280.827	-50.688	288.008	Measured	1196.712	-58.54	281.078	Measured	1312.217	-88.348	295.883	Measured	1290.958	-90.301	297.508	Measured	1257.74	-85.319	292.605	Measured	1200.062	-77.464	287.705	Measured	1289.816	-137.641	304.438	Measured	1269.503	-130.343	301.385	Measured	1243.552	-120.271	297.895	Measured	1195.58	-100.903	289.063	Measured	1209.354	-184.255	268.484	Measured	1195.16	-159.189	266.27	Measured	1189.856	-176.453	250.75	Measured	1170.01	-146.495	259.252	Measured	1161.119	-151.83	234.118	Measured	1133.002	-122.151	238.826	Measured	1103.493	-51.201	259.274	Measured	1109.034	-71.117	263.908	Measured	1204.58	-472.078	268.511	Measured	1183.967	-484.549	253.714	Measured	1190.879	-499.813	272.702	Measured	1154.79	-508.212	243.442	Measured	1162.13	-519.296	266.782	Measured	1123.624	-537.354	247.297	Measured	1088.69	-600.051	268.216	Measured	1097.064	-579.888	272.068	Measured	1280.982	-536.309	310.647	Measured	1261.683	-543.585	307.373	Measured	1238.438	-551.434	303.125	Measured	1187.535	-564.133	295.397	Measured	1303.288	-584.416	296.234	Measured	1284.275	-587.622	295.536	Measured	1250.667	-586.386	292.916	Measured	1192.995	-588.53	291.859	Measured	1284.145	-634.881	292.564	Measured	1264.568	-632.32	290.443	Measured	1232.798	-619.235	283.251	Measured	1188.995	-609.999	283.562	Measured	1253.913	-660.18	278.316	Measured	1231.586	-657.572	274.107	Measured	1208.784	-641.841	268.398	Measured	1194.269	-621.973	270.603	Measured
