section id,recording id,timestamp [ns],pupil diameter [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548527972841155,4.40050745010376,-30.954063415527344,10.943527221679688,-42.90437316894531,31.779869079589844,8.937255859375,-45.45098876953125,0.6687654256820679,0.1509782373905182,0.7279824614524841,0.5546697974205017,0.16552115976810455,0.8154411315917969
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548527977841155,4.393271446228027,-30.971267700195312,11.009437561035156,-42.935428619384766,31.784168243408203,9.055770874023438,-45.459171295166016,0.6677361130714417,0.13969828188419342,0.7311723232269287,0.5543712377548218,0.15422974526882172,0.8178543448448181
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548527982841155,4.416283130645752,-30.960403442382812,10.955486297607422,-43.15233612060547,31.805381774902344,9.014698028564453,-45.47799301147461,0.659067690372467,0.14905299246311188,0.7371655702590942,0.5438053011894226,0.16259682178497314,0.8233092427253723
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548527987842155,4.375106334686279,-31.09540557861328,11.030838012695312,-43.05491638183594,31.65414810180664,9.142372131347656,-45.346656799316406,0.6708834171295166,0.14316438138484955,0.7276121377944946,0.5519009232521057,0.15706001222133636,0.818985641002655
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548527992841155,4.363447189331055,-31.101146697998047,10.953895568847656,-42.976409912109375,31.639318466186523,9.026073455810547,-45.359580993652344,0.6711834669113159,0.15004874765872955,0.7259463667869568,0.5568037033081055,0.16466979682445526,0.8141581416130066
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548527997841155,4.350128173828125,-30.930408477783203,10.97225570678711,-42.81460189819336,31.796268463134766,9.037555694580078,-45.39806365966797,0.6625081896781921,0.14930418133735657,0.734023928642273,0.5442792177200317,0.1635153889656067,0.8228139877319336
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528002842155,4.362718105316162,-31.009441375732422,11.196483612060547,-42.95379638671875,31.73455238342285,9.244094848632812,-45.28299331665039,0.6679945588111877,0.13030049204826355,0.7326698303222656,0.5514607429504395,0.1459084451198578,0.8213415145874023
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528007841155,4.392628192901611,-30.84396743774414,11.065757751464844,-42.82771682739258,31.876201629638672,9.05990219116211,-45.433631896972656,0.6626161336898804,0.14746060967445374,0.7342991232872009,0.547736644744873,0.16219982504844666,0.8207775354385376
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528012851155,4.387954235076904,-30.970802307128906,11.152061462402344,-42.91101837158203,31.772422790527344,9.278526306152344,-45.238155364990234,0.668779194355011,0.1363014429807663,0.7308599352836609,0.5529546737670898,0.15187646448612213,0.8192524909973145
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528017841155,4.419857978820801,-30.97735595703125,10.935890197753906,-42.818233489990234,31.751766204833984,9.039535522460938,-45.26074981689453,0.670698881149292,0.1464952528476715,0.7271191477775574,0.5571395754814148,0.16218160092830658,0.8144277930259705
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528022854155,4.4333367347717285,-31.04318618774414,10.948184967041016,-42.97921371459961,31.717662811279297,9.17367935180664,-45.132442474365234,0.6727502942085266,0.13876157999038696,0.7267408967018127,0.5530184507369995,0.15379628539085388,0.8188511729240417
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528027842155,4.384371757507324,-30.983840942382812,10.84018325805664,-42.90163803100586,31.775516510009766,9.095443725585938,-45.21375274658203,0.666986882686615,0.14909623563289642,0.7299991846084595,0.5519315600395203,0.16383960843086243,0.8176356554031372
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528032842155,4.390038013458252,-31.020065307617188,10.917625427246094,-42.984039306640625,31.736610412597656,9.12557601928711,-45.12150573730469,0.6659846901893616,0.1453302949666977,0.7316716909408569,0.546837568283081,0.1603299379348755,0.821743905544281
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528268092155,4.396212577819824,-31.13775634765625,10.955310821533203,-43.03258514404297,31.6199893951416,9.17413330078125,-45.10773468017578,0.6729179620742798,0.13666316866874695,0.7269832491874695,0.5573046803474426,0.15211176872253418,0.8162558078765869
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528273093155,4.431959629058838,-31.10946273803711,10.966014862060547,-42.96791076660156,31.6358642578125,9.163383483886719,-45.10488510131836,0.676194429397583,0.13836194574832916,0.7236138582229614,0.5585678815841675,0.1539451777935028,0.8150478005409241
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528278092155,4.448060989379883,-31.05994415283203,11.061927795410156,-43.05738830566406,31.697429656982422,9.309906005859375,-45.159996032714844,0.6697390079498291,0.12761597335338593,0.7315489649772644,0.548311173915863,0.1432884931564331,0.8239073157310486
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528283092155,4.446560859680176,-31.01050567626953,11.116920471191406,-43.0374870300293,31.747344970703125,9.324951171875,-45.14535903930664,0.6680235266685486,0.12978361546993256,0.7327351570129395,0.5407002568244934,0.145887553691864,0.8284685015678406
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528288092155,4.4871392250061035,-31.144821166992188,11.176715850830078,-43.13819885253906,31.617591857910156,9.434440612792969,-45.02675247192383,0.6759811043739319,0.12598109245300293,0.7260705232620239,0.5451232194900513,0.14126166701316833,0.826369047164917
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528303092155,4.425442218780518,-31.058731079101562,10.939273834228516,-43.13920974731445,31.69431495666504,9.200401306152344,-45.143863677978516,0.6676782369613647,0.13744844496250153,0.7316514253616333,0.5464197397232056,0.1534840315580368,0.8233275413513184
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528308218155,4.419512748718262,-31.037654876708984,10.975894927978516,-43.13645935058594,31.719890594482422,9.248260498046875,-45.126861572265625,0.6670942902565002,0.13581393659114838,0.7324888110160828,0.5439871549606323,0.15191617608070374,0.825226902961731
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528313217155,4.444760799407959,-31.201915740966797,11.107078552246094,-43.194087982177734,31.560787200927734,9.273433685302734,-44.975563049316406,0.6780931949615479,0.12582924962043762,0.7241247296333313,0.5510707497596741,0.14094102382659912,0.8224698901176453
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528318218155,4.427297115325928,-31.113224029541016,10.942955017089844,-43.24489974975586,31.651689529418945,9.099536895751953,-45.020503997802734,0.6681774854660034,0.13931381702423096,0.7308423519134521,0.5457801818847656,0.15492309629917145,0.8234821557998657
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528323218155,4.486896991729736,-31.068679809570312,11.110336303710938,-42.903472900390625,31.679977416992188,9.15252685546875,-45.12721633911133,0.675661563873291,0.13198243081569672,0.7253014445304871,0.5506589412689209,0.14779391884803772,0.8215422630310059
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528328217155,4.4505510330200195,-31.185821533203125,11.01694107055664,-42.949974060058594,31.573482513427734,9.149223327636719,-45.0814208984375,0.6811063289642334,0.13689710199832916,0.719272792339325,0.5541389584541321,0.1531931608915329,0.8182064890861511
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528333218155,4.40950345993042,-31.21044921875,11.027854919433594,-43.079193115234375,31.545909881591797,9.222526550292969,-45.009395599365234,0.6783164143562317,0.12930986285209656,0.7233020067214966,0.5554152131080627,0.14559094607830048,0.818729043006897
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528338217155,4.924646377563477,-30.451400756835938,11.441024780273438,-41.739501953125,32.242828369140625,9.190498352050781,-45.12066650390625,0.5751317739486694,0.1851256638765335,0.7968387007713318,0.37972018122673035,0.19813469052314758,0.9036344885826111
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528343218155,4.93456506729126,-30.38156509399414,11.217857360839844,-42.31727600097656,32.37641906738281,9.040786743164062,-45.087772369384766,0.5571746230125427,0.20930883288383484,0.8035833835601807,0.37094080448150635,0.2210068255662918,0.9019749760627747
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528348220155,4.955525875091553,-30.506973266601562,11.4912109375,-42.4181022644043,32.26761245727539,9.198284149169922,-45.053802490234375,0.567621111869812,0.19558654725551605,0.7997201085090637,0.3797477185726166,0.2062617540359497,0.9018025398254395
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528353218155,4.998503684997559,-30.427291870117188,11.447887420654297,-42.48722839355469,32.3282585144043,9.217647552490234,-45.25254440307617,0.5543860793113708,0.19875894486904144,0.8081775307655334,0.3842051327228546,0.2084479033946991,0.8994086980819702
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528358218155,5.082441329956055,-30.452774047851562,11.277618408203125,-42.88755798339844,32.34334945678711,9.167495727539062,-45.36069107055664,0.547521710395813,0.20858733355998993,0.8103772401809692,0.38387179374694824,0.21795423328876495,0.8972950577735901
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528363218155,5.100391387939453,-30.448135375976562,11.184024810791016,-42.88475036621094,32.34613800048828,8.952812194824219,-45.16362762451172,0.5484932661056519,0.2239280641078949,0.8056124448776245,0.3698728680610657,0.23388494551181793,0.8991618156433105
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528368218155,5.112925052642822,-30.340187072753906,11.366058349609375,-43.13123321533203,32.460899353027344,9.048477172851562,-45.52849197387695,0.533272922039032,0.20038940012454987,0.8218662142753601,0.38208630681037903,0.21022775769233704,0.8998968601226807
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528373218155,5.0079026222229,-30.479324340820312,11.360099792480469,-42.65727233886719,32.31891632080078,9.139842987060547,-45.325836181640625,0.554362416267395,0.19706764817237854,0.8086079359054565,0.37934795022010803,0.20714141428470612,0.9017691612243652
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528378218155,4.990061283111572,-30.589977264404297,11.284439086914062,-42.37338638305664,32.20780944824219,9.237133026123047,-45.131141662597656,0.5619920492172241,0.19990059733390808,0.8026236295700073,0.3748268783092499,0.21014828979969025,0.9029632210731506
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528383218155,4.972989559173584,-30.482654571533203,11.3914794921875,-42.583892822265625,32.293792724609375,9.238594055175781,-45.52906036376953,0.5478612184524536,0.18291471898555756,0.8163273334503174,0.37244361639022827,0.19359789788722992,0.907637357711792
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528388218155,4.986242294311523,-30.368083953857422,11.392608642578125,-42.89164352416992,32.433555603027344,9.388031005859375,-45.44766616821289,0.5296915769577026,0.18267810344696045,0.828284740447998,0.34817755222320557,0.19161173701286316,0.9176368713378906
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528393218155,4.928450107574463,-30.3831787109375,11.666114807128906,-42.24321365356445,32.35543441772461,9.54538345336914,-45.373130798339844,0.5441337823867798,0.17170153558254242,0.8212411403656006,0.34212008118629456,0.1825755387544632,0.9217483997344971
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528398218155,4.968192100524902,-30.48096466064453,11.466373443603516,-42.40036392211914,32.2722282409668,9.46701431274414,-45.32747268676758,0.5409676432609558,0.17596153914928436,0.8224303126335144,0.34522923827171326,0.18581996858119965,0.9199389815330505
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528403218155,4.967648983001709,-30.538864135742188,11.295543670654297,-42.434608459472656,32.24666976928711,9.54608154296875,-45.067161560058594,0.5401653051376343,0.18565480411052704,0.8208250403404236,0.3296982944011688,0.1957509070634842,0.9235695004463196
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528408218155,4.908050060272217,-30.4384765625,11.163021087646484,-42.31036376953125,32.338592529296875,9.443336486816406,-45.08369827270508,0.5310910940170288,0.19516800343990326,0.8245312571525574,0.316132128238678,0.20518451929092407,0.9262611865997314
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528413218155,4.976037979125977,-30.416961669921875,11.407657623291016,-42.720703125,32.382225036621094,9.391826629638672,-45.14594268798828,0.5374675989151001,0.19132894277572632,0.8212927579879761,0.33731380105018616,0.20159967243671417,0.9195526242256165
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528423218155,4.978954792022705,-30.46670913696289,11.394866943359375,-42.5592041015625,32.31880569458008,9.362503051757812,-45.14204406738281,0.5432670712471008,0.1936984807252884,0.816909909248352,0.3383234739303589,0.20372343063354492,0.9187132120132446
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528428218155,4.898900985717773,-30.359848022460938,11.110538482666016,-42.06326675415039,32.40550231933594,9.395767211914062,-44.9591064453125,0.520749568939209,0.19623123109340668,0.8308508992195129,0.2919648289680481,0.20900562405586243,0.9333130717277527
